instance,prohibited_content
borahae.love,advertising
formu1a.social,nudity_nocw
formu1a.social,nudity_all
formu1a.social,pornography_nocw
formu1a.social,pornography_all
formu1a.social,illegalContentLinks
formu1a.social,spam
amphora.social,nudity_nocw
amphora.social,nudity_all
amphora.social,pornography_nocw
amphora.social,pornography_all
amphora.social,illegalContentLinks
amphora.social,spam
amphora.social,advertising
amphora.social,spoilers_nocw
betterconversations.online,nudity_nocw
betterconversations.online,nudity_all
betterconversations.online,pornography_nocw
betterconversations.online,pornography_all
betterconversations.online,illegalContentLinks
betterconversations.online,spam
betterconversations.online,advertising
betterconversations.online,spoilers_nocw
vermont.masto.host,nudity_nocw
vermont.masto.host,nudity_all
vermont.masto.host,pornography_nocw
vermont.masto.host,pornography_all
vermont.masto.host,illegalContentLinks
vermont.masto.host,spam
vermont.masto.host,advertising
lgbtcz.social,nudity_nocw
lgbtcz.social,pornography_nocw
lgbtcz.social,illegalContentLinks
lgbtcz.social,spam
lgbtcz.social,advertising
lgbtcz.social,spoilers_nocw
startrekshitposting.com,pornography_nocw
startrekshitposting.com,illegalContentLinks
startrekshitposting.com,spam
glitch.lgbt,nudity_nocw
glitch.lgbt,pornography_nocw
glitch.lgbt,pornography_all
glitch.lgbt,illegalContentLinks
glitch.lgbt,spam
glitch.lgbt,spoilers_nocw
me.syslog.eu,nudity_nocw
me.syslog.eu,nudity_all
me.syslog.eu,pornography_nocw
me.syslog.eu,pornography_all
me.syslog.eu,illegalContentLinks
me.syslog.eu,spam
me.syslog.eu,advertising
me.syslog.eu,spoilers_nocw
meowstodon.net,nudity_nocw
meowstodon.net,pornography_nocw
meowstodon.net,pornography_all
meowstodon.net,illegalContentLinks
meowstodon.net,spam
meowstodon.net,advertising
meowstodon.net,spoilers_nocw
shark.community,nudity_nocw
shark.community,pornography_nocw
shark.community,illegalContentLinks
shark.community,spam
shark.community,advertising
mast.hpc.social,nudity_nocw
mast.hpc.social,nudity_all
mast.hpc.social,pornography_nocw
mast.hpc.social,pornography_all
mast.hpc.social,illegalContentLinks
mast.hpc.social,spam
mast.hpc.social,advertising
leipzig.town,nudity_nocw
leipzig.town,nudity_all
leipzig.town,pornography_nocw
leipzig.town,pornography_all
leipzig.town,illegalContentLinks
leipzig.town,spam
leipzig.town,advertising
leipzig.town,spoilers_nocw
wptoots.social,nudity_nocw
wptoots.social,nudity_all
wptoots.social,pornography_nocw
wptoots.social,pornography_all
wptoots.social,illegalContentLinks
wptoots.social,spam
wptoots.social,spoilers_nocw
kalmar.social,nudity_nocw
kalmar.social,nudity_all
kalmar.social,pornography_nocw
kalmar.social,pornography_all
kalmar.social,illegalContentLinks
kalmar.social,spam
kalmar.social,advertising
kalmar.social,spoilers_nocw
kirche.social,nudity_nocw
kirche.social,nudity_all
kirche.social,pornography_nocw
kirche.social,pornography_all
kirche.social,illegalContentLinks
kirche.social,spam
kirche.social,advertising
mastodon.furrypaws.cc,spam
mastodon.furrypaws.cc,advertising
csed.social,nudity_nocw
csed.social,pornography_nocw
csed.social,pornography_all
csed.social,illegalContentLinks
csed.social,spam
csed.social,advertising
csed.social,spoilers_nocw
xreality.social,nudity_nocw
xreality.social,nudity_all
xreality.social,pornography_nocw
xreality.social,pornography_all
xreality.social,illegalContentLinks
xreality.social,spam
xreality.social,spoilers_nocw
cliff.social,nudity_nocw
cliff.social,pornography_nocw
cliff.social,illegalContentLinks
cliff.social,spam
mtl.rocks,spam
mtl.rocks,advertising
mtl.rocks,spoilers_nocw
body.social,pornography_nocw
body.social,illegalContentLinks
body.social,spam
body.social,advertising
mastodon.devua.club,nudity_nocw
mastodon.devua.club,pornography_nocw
mastodon.devua.club,pornography_all
mastodon.devua.club,illegalContentLinks
mastodon.devua.club,spam
mastodon.devua.club,advertising
mastodon.devua.club,spoilers_nocw
anti-social.online,nudity_nocw
anti-social.online,pornography_nocw
anti-social.online,illegalContentLinks
anti-social.online,spam
anti-social.online,spoilers_nocw
yyc.bike,nudity_nocw
yyc.bike,nudity_all
yyc.bike,pornography_nocw
yyc.bike,pornography_all
yyc.bike,illegalContentLinks
yyc.bike,spam
social.desbasques.com,nudity_nocw
social.desbasques.com,pornography_nocw
social.desbasques.com,illegalContentLinks
social.desbasques.com,spam
social.desbasques.com,advertising
veganism.social,nudity_nocw
veganism.social,nudity_all
veganism.social,pornography_nocw
veganism.social,pornography_all
veganism.social,illegalContentLinks
veganism.social,spam
veganism.social,advertising
veganism.social,spoilers_nocw
synapse.cafe,nudity_nocw
synapse.cafe,pornography_nocw
synapse.cafe,pornography_all
synapse.cafe,illegalContentLinks
synapse.cafe,spam
synapse.cafe,advertising
transportation.social,nudity_nocw
transportation.social,nudity_all
transportation.social,pornography_nocw
transportation.social,pornography_all
transportation.social,illegalContentLinks
transportation.social,spam
squawk.social,nudity_nocw
squawk.social,pornography_nocw
squawk.social,illegalContentLinks
squawk.social,spam
squawk.social,advertising
squawk.social,spoilers_nocw
rebel.ar,nudity_nocw
rebel.ar,pornography_nocw
rebel.ar,pornography_all
rebel.ar,spam
rebel.ar,spoilers_nocw
est.social,nudity_nocw
est.social,pornography_nocw
est.social,pornography_all
est.social,illegalContentLinks
est.social,spam
est.social,spoilers_nocw
usr.cloud,nudity_nocw
usr.cloud,pornography_nocw
usr.cloud,pornography_all
usr.cloud,illegalContentLinks
usr.cloud,spam
usr.cloud,spoilers_nocw
mstdn.dk,nudity_nocw
mstdn.dk,pornography_nocw
mstdn.dk,illegalContentLinks
mstdn.dk,spam
mstdn.dk,advertising
mstdn.dk,spoilers_nocw
cupoftea.social,nudity_nocw
cupoftea.social,pornography_nocw
cupoftea.social,illegalContentLinks
cupoftea.social,spam
cupoftea.social,advertising
cupoftea.social,spoilers_nocw
beef.moe,pornography_nocw
beef.moe,illegalContentLinks
beef.moe,spam
mastodon.aguiarvieira.pt,spam
mastodon.aguiarvieira.pt,advertising
mastodon.aguiarvieira.pt,spoilers_nocw
asstodon.social,nudity_nocw
asstodon.social,pornography_nocw
asstodon.social,illegalContentLinks
asstodon.social,spam
asstodon.social,advertising
mastodon.london,nudity_nocw
mastodon.london,pornography_nocw
mastodon.london,pornography_all
mastodon.london,illegalContentLinks
mastodon.london,spam
datboi.network,illegalContentLinks
datboi.network,spam
datboi.network,advertising
mastodon.eternalaugust.com,nudity_nocw
mastodon.eternalaugust.com,pornography_nocw
mastodon.eternalaugust.com,spam
mastodon.eternalaugust.com,advertising
batchats.net,nudity_nocw
batchats.net,pornography_nocw
batchats.net,illegalContentLinks
batchats.net,spam
batchats.net,advertising
blahaj.finch.ink,illegalContentLinks
blahaj.finch.ink,spam
mastodon.vapronva.pw,nudity_nocw
mastodon.vapronva.pw,pornography_nocw
mastodon.vapronva.pw,illegalContentLinks
mastodon.vapronva.pw,spam
mastodon.hexix.de,nudity_nocw
mastodon.hexix.de,pornography_nocw
mastodon.hexix.de,pornography_all
mastodon.hexix.de,illegalContentLinks
mastodon.hexix.de,spam
mastodon.hexix.de,advertising
freespeech.chat,pornography_nocw
freespeech.chat,illegalContentLinks
freespeech.chat,advertising
harz.social,nudity_nocw
harz.social,nudity_all
harz.social,pornography_nocw
harz.social,pornography_all
harz.social,illegalContentLinks
harz.social,spam
datasci.social,nudity_nocw
datasci.social,nudity_all
datasci.social,pornography_nocw
datasci.social,pornography_all
datasci.social,illegalContentLinks
datasci.social,spam
datasci.social,advertising
az.social,nudity_nocw
az.social,pornography_nocw
az.social,illegalContentLinks
az.social,spam
raphus.social,nudity_nocw
raphus.social,pornography_nocw
raphus.social,illegalContentLinks
raphus.social,spam
raphus.social,spoilers_nocw
babka.social,nudity_nocw
babka.social,pornography_nocw
babka.social,illegalContentLinks
babka.social,spam
catharsis.cafe,nudity_nocw
catharsis.cafe,pornography_nocw
catharsis.cafe,pornography_all
catharsis.cafe,spam
catharsis.cafe,advertising
catharsis.cafe,spoilers_nocw
poliversity.it,nudity_nocw
poliversity.it,pornography_all
poliversity.it,advertising
mastodon.ktachibana.party,nudity_nocw
mastodon.ktachibana.party,pornography_nocw
mastodon.ktachibana.party,illegalContentLinks
mastodon.ktachibana.party,spam
mastodon.ktachibana.party,advertising
mastodon-japan.net,spam
imd.social,nudity_nocw
imd.social,pornography_nocw
imd.social,illegalContentLinks
imd.social,spam
better.boston,nudity_nocw
better.boston,pornography_nocw
better.boston,pornography_all
better.boston,illegalContentLinks
better.boston,spam
better.boston,advertising
retrochat.online,nudity_all
retrochat.online,illegalContentLinks
retrochat.online,spam
cwb.social,nudity_nocw
cwb.social,pornography_nocw
cwb.social,pornography_all
cwb.social,illegalContentLinks
cwb.social,spam
cwb.social,advertising
s.o2l.ie,illegalContentLinks
s.o2l.ie,spam
s.o2l.ie,advertising
dads.cool,spam
toot.bldrweb.org,nudity_nocw
toot.bldrweb.org,nudity_all
toot.bldrweb.org,pornography_nocw
toot.bldrweb.org,pornography_all
toot.bldrweb.org,illegalContentLinks
toot.bldrweb.org,spam
toot.bldrweb.org,advertising
toot.bldrweb.org,spoilers_nocw
frmsn.network,nudity_nocw
frmsn.network,pornography_nocw
frmsn.network,illegalContentLinks
frmsn.network,spam
frmsn.network,advertising
mastodon.wien,nudity_nocw
mastodon.wien,pornography_nocw
mastodon.wien,pornography_all
mastodon.wien,illegalContentLinks
mastodon.wien,spam
toad.social,nudity_nocw
toad.social,nudity_all
toad.social,pornography_nocw
toad.social,pornography_all
toad.social,illegalContentLinks
toad.social,spam
toad.social,advertising
toad.social,spoilers_nocw
swiss.social,nudity_nocw
swiss.social,pornography_nocw
swiss.social,pornography_all
swiss.social,illegalContentLinks
swiss.social,spam
swiss.social,advertising
opencoaster.net,nudity_nocw
opencoaster.net,nudity_all
opencoaster.net,pornography_nocw
opencoaster.net,pornography_all
opencoaster.net,illegalContentLinks
opencoaster.net,spam
opencoaster.net,advertising
opencoaster.net,spoilers_nocw
fruef.social,nudity_nocw
fruef.social,pornography_nocw
fruef.social,illegalContentLinks
fruef.social,spam
indigenousgulf.online,nudity_all
indigenousgulf.online,pornography_all
indigenousgulf.online,illegalContentLinks
indigenousgulf.online,spam
masto.yttrx.com,nudity_nocw
masto.yttrx.com,nudity_all
masto.yttrx.com,pornography_nocw
masto.yttrx.com,pornography_all
masto.yttrx.com,illegalContentLinks
masto.yttrx.com,spam
masto.yttrx.com,advertising
masto.yttrx.com,spoilers_nocw
norcal.social,nudity_nocw
norcal.social,pornography_nocw
norcal.social,pornography_all
norcal.social,illegalContentLinks
norcal.social,spam
norcal.social,advertising
norcal.social,spoilers_nocw
social.9tail.net,spoilers_nocw
mistodon.cloud,nudity_nocw
mistodon.cloud,pornography_nocw
mistodon.cloud,pornography_all
mistodon.cloud,illegalContentLinks
mistodon.cloud,spam
mistodon.cloud,advertising
ceilidh.online,nudity_nocw
ceilidh.online,pornography_nocw
ceilidh.online,illegalContentLinks
ceilidh.online,spam
ceilidh.online,spoilers_nocw
ostalb.social,nudity_nocw
ostalb.social,pornography_nocw
ostalb.social,illegalContentLinks
ostalb.social,spam
bvp.me,illegalContentLinks
bvp.me,spam
bvp.me,advertising
friendsofdesoto.social,nudity_nocw
friendsofdesoto.social,pornography_nocw
friendsofdesoto.social,illegalContentLinks
friendsofdesoto.social,spam
mountains.social,nudity_nocw
mountains.social,nudity_all
mountains.social,pornography_nocw
mountains.social,pornography_all
mountains.social,illegalContentLinks
mountains.social,spam
mountains.social,advertising
f.cz,nudity_nocw
f.cz,pornography_nocw
f.cz,illegalContentLinks
f.cz,spam
weird.autos,nudity_nocw
weird.autos,pornography_nocw
weird.autos,pornography_all
weird.autos,illegalContentLinks
weird.autos,advertising
weird.autos,spoilers_nocw
chillpeep.zone,nudity_nocw
chillpeep.zone,pornography_nocw
chillpeep.zone,illegalContentLinks
chillpeep.zone,spam
chillpeep.zone,advertising
chillpeep.zone,spoilers_nocw
mstdn.esp.nl,pornography_nocw
mstdn.esp.nl,pornography_all
mstdn.esp.nl,illegalContentLinks
mstdn.esp.nl,spam
pleroma.bigzu.cc,illegalContentLinks
pleroma.bigzu.cc,spam
crowsnest.social,nudity_nocw
crowsnest.social,pornography_nocw
crowsnest.social,illegalContentLinks
crowsnest.social,spam
crowsnest.social,advertising
crowsnest.social,spoilers_nocw
poliverso.org,nudity_nocw
poliverso.org,pornography_nocw
poliverso.org,illegalContentLinks
poliverso.org,spam
deacon.social,nudity_nocw
deacon.social,nudity_all
deacon.social,pornography_nocw
deacon.social,pornography_all
deacon.social,illegalContentLinks
deacon.social,spam
deacon.social,advertising
pets.contact,nudity_nocw
pets.contact,nudity_all
pets.contact,pornography_nocw
pets.contact,pornography_all
pets.contact,illegalContentLinks
pets.contact,spam
pets.contact,advertising
pets.contact,spoilers_nocw
aethy.com,pornography_nocw
aethy.com,illegalContentLinks
aethy.com,spam
aethy.com,advertising
aethy.com,spoilers_nocw
handmade.social,nudity_nocw
handmade.social,nudity_all
handmade.social,pornography_nocw
handmade.social,pornography_all
handmade.social,illegalContentLinks
handmade.social,spam
genserver.social,nudity_nocw
genserver.social,nudity_all
genserver.social,pornography_nocw
genserver.social,pornography_all
genserver.social,illegalContentLinks
genserver.social,spam
genserver.social,advertising
lewacki.space,nudity_nocw
lewacki.space,illegalContentLinks
lewacki.space,spam
lewacki.space,advertising
zeroes.ca,nudity_nocw
zeroes.ca,nudity_all
zeroes.ca,pornography_nocw
zeroes.ca,pornography_all
zeroes.ca,illegalContentLinks
zeroes.ca,spam
darkfriend.social,nudity_nocw
darkfriend.social,pornography_nocw
darkfriend.social,illegalContentLinks
darkfriend.social,spam
darkfriend.social,spoilers_nocw
squawk.mytransponder.com,nudity_nocw
squawk.mytransponder.com,pornography_nocw
squawk.mytransponder.com,pornography_all
squawk.mytransponder.com,illegalContentLinks
squawk.mytransponder.com,spam
squawk.mytransponder.com,spoilers_nocw
mastodon.cosmicnation.co,nudity_nocw
mastodon.cosmicnation.co,pornography_nocw
mastodon.cosmicnation.co,illegalContentLinks
mastodon.cosmicnation.co,spam
livellosegreto.it,nudity_nocw
livellosegreto.it,pornography_nocw
livellosegreto.it,spam
livellosegreto.it,advertising
livellosegreto.it,spoilers_nocw
oliphaunt.social,nudity_nocw
oliphaunt.social,pornography_nocw
oliphaunt.social,illegalContentLinks
oliphaunt.social,spam
oliphaunt.social,advertising
lsbt.me,nudity_nocw
lsbt.me,pornography_nocw
lsbt.me,pornography_all
lsbt.me,illegalContentLinks
lsbt.me,spam
lsbt.me,advertising
lsbt.me,spoilers_nocw
kind.social,nudity_nocw
kind.social,pornography_nocw
kind.social,illegalContentLinks
kind.social,spam
graphics.social,nudity_nocw
graphics.social,pornography_nocw
graphics.social,illegalContentLinks
graphics.social,spam
graphics.social,advertising
graphics.social,spoilers_nocw
ibe.social,nudity_nocw
ibe.social,nudity_all
ibe.social,pornography_nocw
ibe.social,pornography_all
ibe.social,illegalContentLinks
ibe.social,spam
ibe.social,advertising
ibe.social,spoilers_nocw
opalstack.social,nudity_nocw
opalstack.social,pornography_nocw
opalstack.social,pornography_all
opalstack.social,illegalContentLinks
opalstack.social,spam
brettspiel.space,spam
mastodon.tn,nudity_nocw
mastodon.tn,pornography_nocw
mastodon.tn,pornography_all
mastodon.tn,illegalContentLinks
mastodon.tn,spam
mastodon.tn,advertising
wx.social,nudity_nocw
wx.social,nudity_all
wx.social,pornography_nocw
wx.social,pornography_all
wx.social,illegalContentLinks
wx.social,spam
wx.social,advertising
wx.social,spoilers_nocw
historians.social,spoilers_nocw
woof.tech,nudity_nocw
woof.tech,pornography_nocw
woof.tech,illegalContentLinks
woof.tech,spam
woof.tech,spoilers_nocw
apobangpo.space,nudity_nocw
apobangpo.space,pornography_nocw
apobangpo.space,illegalContentLinks
apobangpo.space,spam
apobangpo.space,advertising
apobangpo.space,spoilers_nocw
sona.live,nudity_nocw
sona.live,nudity_all
sona.live,pornography_nocw
sona.live,pornography_all
sona.live,illegalContentLinks
sona.live,spam
sona.live,advertising
sona.live,spoilers_nocw
mastodon.sg,nudity_nocw
mastodon.sg,nudity_all
mastodon.sg,pornography_nocw
mastodon.sg,pornography_all
mastodon.sg,illegalContentLinks
mastodon.sg,spam
mastodon.sg,advertising
mustard.blog,nudity_nocw
mustard.blog,nudity_all
mustard.blog,pornography_nocw
mustard.blog,pornography_all
mustard.blog,illegalContentLinks
mustard.blog,spam
bakedbean.xyz,nudity_nocw
bakedbean.xyz,pornography_nocw
bakedbean.xyz,illegalContentLinks
bakedbean.xyz,spam
ublog.tech,nudity_nocw
ublog.tech,pornography_nocw
ublog.tech,pornography_all
ublog.tech,illegalContentLinks
ublog.tech,spam
nomanssky.social,nudity_nocw
nomanssky.social,nudity_all
nomanssky.social,pornography_nocw
nomanssky.social,pornography_all
nomanssky.social,spam
nomanssky.social,spoilers_nocw
masr.social,nudity_nocw
masr.social,pornography_nocw
masr.social,pornography_all
masr.social,spam
masr.social,advertising
masr.social,spoilers_nocw
social.thegeneral.chat,nudity_nocw
social.thegeneral.chat,pornography_nocw
social.thegeneral.chat,illegalContentLinks
social.thegeneral.chat,spam
social.thegeneral.chat,spoilers_nocw
mstdn.animexx.de,pornography_nocw
mstdn.animexx.de,illegalContentLinks
mstdn.animexx.de,spam
mstdn.animexx.de,advertising
social.silicon.moe,nudity_nocw
social.silicon.moe,pornography_nocw
social.silicon.moe,illegalContentLinks
social.silicon.moe,spam
mastodon.keks.club,nudity_nocw
mastodon.keks.club,pornography_nocw
mastodon.keks.club,illegalContentLinks
mastodon.keks.club,spam
holonet.imperialba.se,nudity_nocw
holonet.imperialba.se,nudity_all
holonet.imperialba.se,pornography_nocw
holonet.imperialba.se,pornography_all
holonet.imperialba.se,illegalContentLinks
holonet.imperialba.se,spam
musee.social,nudity_nocw
musee.social,pornography_nocw
musee.social,illegalContentLinks
musee.social,spam
mstdn.gamercast.net,nudity_nocw
mstdn.gamercast.net,nudity_all
mstdn.gamercast.net,pornography_nocw
mstdn.gamercast.net,pornography_all
mstdn.gamercast.net,illegalContentLinks
mstdn.gamercast.net,spam
mstdn.gamercast.net,advertising
mstdn.gamercast.net,spoilers_nocw
mastodon.morolog.us,nudity_nocw
mastodon.morolog.us,pornography_nocw
mastodon.morolog.us,pornography_all
mastodon.morolog.us,illegalContentLinks
mastodon.morolog.us,spam
mastodon.morolog.us,advertising
mastodon.morolog.us,spoilers_nocw
risk.social,nudity_nocw
risk.social,nudity_all
risk.social,pornography_nocw
risk.social,pornography_all
risk.social,illegalContentLinks
risk.social,spam
risk.social,advertising
blahaj.zone,nudity_nocw
blahaj.zone,pornography_nocw
blahaj.zone,pornography_all
blahaj.zone,illegalContentLinks
blahaj.zone,spam
blahaj.zone,advertising
blahaj.zone,spoilers_nocw
hivemind.plus,nudity_nocw
hivemind.plus,nudity_all
hivemind.plus,pornography_nocw
hivemind.plus,pornography_all
hivemind.plus,illegalContentLinks
hivemind.plus,spam
hivemind.plus,advertising
hivemind.plus,spoilers_nocw
mastodon.hongkongers.net,nudity_nocw
mastodon.hongkongers.net,nudity_all
mastodon.hongkongers.net,pornography_nocw
mastodon.hongkongers.net,pornography_all
mastodon.hongkongers.net,illegalContentLinks
mastodon.hongkongers.net,spam
mastodon.hongkongers.net,advertising
mastodon.hongkongers.net,spoilers_nocw
wargamers.social,nudity_nocw
wargamers.social,nudity_all
wargamers.social,pornography_nocw
wargamers.social,pornography_all
wargamers.social,illegalContentLinks
wargamers.social,spam
wargamers.social,advertising
wargamers.social,spoilers_nocw
nycity.social,nudity_nocw
nycity.social,pornography_nocw
nycity.social,pornography_all
nycity.social,illegalContentLinks
nycity.social,spam
cas.social,nudity_nocw
cas.social,pornography_nocw
cas.social,pornography_all
cas.social,illegalContentLinks
cas.social,spam
cas.social,advertising
social.mastodon.my,nudity_nocw
social.mastodon.my,nudity_all
social.mastodon.my,pornography_nocw
social.mastodon.my,pornography_all
social.mastodon.my,illegalContentLinks
social.mastodon.my,spam
social.mastodon.my,advertising
indieauthors.social,nudity_nocw
indieauthors.social,nudity_all
indieauthors.social,pornography_nocw
indieauthors.social,pornography_all
indieauthors.social,illegalContentLinks
indieauthors.social,spam
indieauthors.social,advertising
indieauthors.social,spoilers_nocw
stade.social,nudity_nocw
stade.social,nudity_all
stade.social,pornography_nocw
stade.social,pornography_all
stade.social,illegalContentLinks
stade.social,spam
stade.social,advertising
stade.social,spoilers_nocw
gardenstate.social,nudity_nocw
gardenstate.social,nudity_all
gardenstate.social,pornography_nocw
gardenstate.social,pornography_all
gardenstate.social,illegalContentLinks
gardenstate.social,spam
chalk.moe,spoilers_nocw
4bear.com,nudity_nocw
4bear.com,pornography_nocw
4bear.com,illegalContentLinks
4bear.com,spam
4bear.com,advertising
4bear.com,spoilers_nocw
ballhaus.community,pornography_nocw
ballhaus.community,illegalContentLinks
ballhaus.community,spam
oberberg.nrw,nudity_nocw
oberberg.nrw,nudity_all
oberberg.nrw,pornography_nocw
oberberg.nrw,pornography_all
oberberg.nrw,illegalContentLinks
oberberg.nrw,spam
oberberg.nrw,advertising
oberberg.nrw,spoilers_nocw
montereybay.social,nudity_nocw
montereybay.social,nudity_all
montereybay.social,pornography_nocw
montereybay.social,pornography_all
montereybay.social,illegalContentLinks
montereybay.social,spam
montereybay.social,advertising
snailedit.social,nudity_nocw
snailedit.social,pornography_nocw
snailedit.social,pornography_all
snailedit.social,illegalContentLinks
snailedit.social,spam
app.bikers.social,nudity_nocw
app.bikers.social,pornography_nocw
app.bikers.social,spam
app.bikers.social,advertising
social.tsueri.cloud,nudity_nocw
social.tsueri.cloud,pornography_nocw
social.tsueri.cloud,illegalContentLinks
social.tsueri.cloud,spam
social.tsueri.cloud,advertising
social.tsueri.cloud,spoilers_nocw
osten.social,nudity_nocw
osten.social,pornography_nocw
osten.social,pornography_all
osten.social,illegalContentLinks
osten.social,spam
westen.social,nudity_nocw
westen.social,pornography_nocw
westen.social,pornography_all
westen.social,illegalContentLinks
westen.social,spam
mastoot.fr,nudity_nocw
mastoot.fr,pornography_nocw
mastoot.fr,illegalContentLinks
mastoot.fr,spam
mastoot.fr,advertising
billys.mom,nudity_nocw
billys.mom,pornography_nocw
billys.mom,spam
billys.mom,advertising
billys.mom,spoilers_nocw
stamps.town,nudity_nocw
stamps.town,pornography_nocw
stamps.town,illegalContentLinks
stamps.town,spam
stamps.town,spoilers_nocw
kitsunes.club,nudity_nocw
kitsunes.club,pornography_nocw
kitsunes.club,illegalContentLinks
kitsunes.club,spam
kitsunes.club,advertising
kitsunes.club,spoilers_nocw
snowmans.land,nudity_nocw
snowmans.land,nudity_all
snowmans.land,pornography_nocw
snowmans.land,pornography_all
snowmans.land,illegalContentLinks
snowmans.land,spam
aitor-sama.es,nudity_nocw
aitor-sama.es,pornography_nocw
aitor-sama.es,illegalContentLinks
motern.media,illegalContentLinks
motern.media,spam
motern.media,advertising
toots.nu,nudity_nocw
toots.nu,nudity_all
toots.nu,pornography_nocw
toots.nu,pornography_all
toots.nu,illegalContentLinks
toots.nu,spam
drumstodon.net,nudity_nocw
drumstodon.net,pornography_nocw
drumstodon.net,illegalContentLinks
drumstodon.net,spam
drumstodon.net,spoilers_nocw
transfur.social,nudity_nocw
transfur.social,pornography_nocw
transfur.social,illegalContentLinks
transfur.social,spam
okla.social,nudity_nocw
okla.social,pornography_nocw
okla.social,illegalContentLinks
okla.social,spam
okla.social,advertising
嘟文.com,nudity_nocw
嘟文.com,nudity_all
嘟文.com,pornography_nocw
嘟文.com,pornography_all
嘟文.com,illegalContentLinks
嘟文.com,spam
嘟文.com,advertising
嘟文.com,spoilers_nocw
san-antonio.social,nudity_nocw
san-antonio.social,pornography_nocw
san-antonio.social,illegalContentLinks
san-antonio.social,spam
san-antonio.social,spoilers_nocw
kuu.moe,nudity_nocw
kuu.moe,nudity_all
kuu.moe,pornography_nocw
kuu.moe,pornography_all
kuu.moe,illegalContentLinks
kuu.moe,spam
kuu.moe,spoilers_nocw
underwear.social,nudity_nocw
underwear.social,pornography_nocw
underwear.social,illegalContentLinks
underwear.social,spam
ocw.social,nudity_nocw
ocw.social,nudity_all
ocw.social,pornography_nocw
ocw.social,pornography_all
ocw.social,illegalContentLinks
ocw.social,spam
dmv.community,nudity_nocw
dmv.community,pornography_nocw
dmv.community,pornography_all
dmv.community,illegalContentLinks
dmv.community,spam
dmv.community,advertising
dmv.community,spoilers_nocw
social.edist.ro,spam
social.edist.ro,advertising
social.edist.ro,spoilers_nocw
klog.tw,nudity_nocw
klog.tw,nudity_all
klog.tw,pornography_nocw
klog.tw,pornography_all
klog.tw,illegalContentLinks
klog.tw,spam
klog.tw,advertising
klog.tw,spoilers_nocw
polsci.social,nudity_nocw
polsci.social,pornography_nocw
polsci.social,pornography_all
polsci.social,illegalContentLinks
polsci.social,spam
polsci.social,spoilers_nocw
fed.sbcloud.cc,pornography_nocw
fed.sbcloud.cc,spam
fed.sbcloud.cc,advertising
fediverse.science,nudity_nocw
fediverse.science,pornography_nocw
fediverse.science,pornography_all
fediverse.science,illegalContentLinks
fediverse.science,spam
earthstream.social,nudity_nocw
earthstream.social,pornography_nocw
earthstream.social,illegalContentLinks
earthstream.social,spam
earthstream.social,advertising
earthstream.social,spoilers_nocw
troet.fediverse.at,pornography_nocw
troet.fediverse.at,pornography_all
troet.fediverse.at,illegalContentLinks
troet.fediverse.at,spam
troet.fediverse.at,advertising
troet.fediverse.at,spoilers_nocw
stranger.social,nudity_nocw
stranger.social,pornography_nocw
stranger.social,pornography_all
stranger.social,illegalContentLinks
stranger.social,spam
stranger.social,advertising
mstdn.funil.de,spam
mstdn.funil.de,advertising
fuerth.social,pornography_nocw
fuerth.social,illegalContentLinks
fuerth.social,spam
fuerth.social,advertising
ti22.pro,illegalContentLinks
ti22.pro,spam
ti22.pro,advertising
ti22.pro,spoilers_nocw
social.cu2d.com,nudity_nocw
social.cu2d.com,pornography_nocw
social.cu2d.com,spam
mstdn.games,spam
charcha.cc,nudity_nocw
charcha.cc,pornography_nocw
charcha.cc,illegalContentLinks
charcha.cc,spam
charcha.cc,advertising
mstdn.kodein.be,nudity_nocw
mstdn.kodein.be,pornography_nocw
mstdn.kodein.be,spam
mstdn.kodein.be,advertising
musician.social,nudity_nocw
musician.social,nudity_all
musician.social,pornography_nocw
musician.social,pornography_all
musician.social,spam
spojnik.works,nudity_nocw
spojnik.works,pornography_nocw
spojnik.works,pornography_all
spojnik.works,illegalContentLinks
spojnik.works,spam
spojnik.works,advertising
loforo.com,nudity_nocw
loforo.com,pornography_nocw
loforo.com,illegalContentLinks
loforo.com,spam
loforo.com,advertising
social.sndevs.com,nudity_nocw
social.sndevs.com,pornography_nocw
social.sndevs.com,illegalContentLinks
social.sndevs.com,spam
social.sndevs.com,advertising
social.sndevs.com,spoilers_nocw
hhsocial.de,nudity_nocw
hhsocial.de,nudity_all
hhsocial.de,pornography_nocw
hhsocial.de,pornography_all
hhsocial.de,illegalContentLinks
hhsocial.de,spam
hhsocial.de,advertising
hhsocial.de,spoilers_nocw
social.tcpcat.net,nudity_nocw
social.tcpcat.net,pornography_nocw
social.tcpcat.net,spam
exquisite.social,nudity_nocw
exquisite.social,pornography_nocw
exquisite.social,illegalContentLinks
exquisite.social,spam
exquisite.social,advertising
exquisite.social,spoilers_nocw
famille.social,nudity_nocw
famille.social,pornography_nocw
famille.social,pornography_all
famille.social,spam
fountainpen.social,nudity_nocw
fountainpen.social,nudity_all
fountainpen.social,pornography_nocw
fountainpen.social,pornography_all
fountainpen.social,illegalContentLinks
fountainpen.social,spam
mstdn.business,nudity_nocw
mstdn.business,nudity_all
mstdn.business,pornography_nocw
mstdn.business,pornography_all
mstdn.business,illegalContentLinks
mstdn.business,spam
mastodon.mesothermal.science,illegalContentLinks
mastodon.mesothermal.science,spam
bark.lgbt,nudity_nocw
